stem,snippet_id,compound,class,dose,route,administered,context
alper2023,43,psilocybin,psychedelic,0.1 mg/kg,,True,"| F, df, p           | F, df, p            | F, df, p            | F, df, p           | F, df, p           | | 0.1 mg/kg"
alper2023,44,,other,0.5 mg/kg,,False,".1569    | 2.42, 1, 0.1365    | 0.60, 1, 0.4482     | 0.93, 1, 0.3462     | 0.38, 1, 0.5454    | 0.20, 1, 0.6569    | | "
alper2023,45,,other,1.0 mg/kg,,False,".0092*   | 8.92, 1, 0.0073*   | 0.08, 1, 0.7807     | 0.08, 1, 0.7820     | 0.06, 1, 0.8075    | 0.05, 1, 0.8278    | | "
alper2023,46,,other,2.0 mg/kg,,False,"0.0008*  | 12.76, 1, 0.0019*  | 0.30, 1, 0.5903     | 0.15, 1, 0.6996     | 0.04, 1, 0.8464    | 0.00, 1, 0.9849    | | "
alper2023,47,psilocybin,psychedelic,0.1 mg/kg,,True,"0.0074*   | 0.43, 1, 0.5185     | 0.23, 1, 0.6382     | 0.38, 1, 0.5425    | 0.10, 1, 0.7582    | | 0.1, 0.5, 1.0, and 2"
alper2023,47,psilocybin,psychedelic,0.5 mg/kg,,True,"0.0074*   | 0.43, 1, 0.5185     | 0.23, 1, 0.6382     | 0.38, 1, 0.5425    | 0.10, 1, 0.7582    | | 0.1, 0.5, 1.0, and 2"
alper2023,47,psilocybin,psychedelic,1.0 mg/kg,,True,"0.0074*   | 0.43, 1, 0.5185     | 0.23, 1, 0.6382     | 0.38, 1, 0.5425    | 0.10, 1, 0.7582    | | 0.1, 0.5, 1.0, and 2"
alper2023,47,psilocybin,psychedelic,2 mg/kg,,True,"0.0074*   | 0.43, 1, 0.5185     | 0.23, 1, 0.6382     | 0.38, 1, 0.5425    | 0.10, 1, 0.7582    | | 0.1, 0.5, 1.0, and 2"
alper2023,48,psilocybin,psychedelic,0.5 mg/kg,,True,sumption and preference for all dosages collectively in males for days 1 -3(Table 2). Only the effects of 0.5 mg/kg and 
alper2023,48,psilocybin,psychedelic,1.0 mg/kg,,True,sumption and preference for all dosages collectively in males for days 1 -3(Table 2). Only the effects of 0.5 mg/kg and 
alper2023,49,,other,1.0 mg/kg,,False,"e effects of 0.5 mg/kg and 1.0 mg/kg dosagesacrossdays1 -3 in males reached signi /uniFB01 cance, and the effect of the "
alper2023,50,psilocybin,psychedelic,0.1 mg/kg,,True,"| F, df, p                         | F, df, p                         | F, df, p                         | | 0.1 mg/kg  "
alper2023,51,psilocybin,psychedelic,0.5 mg/kg,,True,"| 0.67, 1, 0.2856                  | 0.43, 1, 0.5214                  | 0.01, 1, 0.9321                  | | 0.5 mg/kg  "
alper2023,52,psilocybin,psychedelic,1.0 mg/kg,,True,"| 6.52, 1, 0.0189*                 | 0.01, 1, 0.9425                  | 0.03, 1, 0.8734                  | | 1.0 mg/kg  "
alper2023,53,psilocybin,psychedelic,2.0 mg/kg,,True,"| 2.63, 1, 0.1203                  | 0.12, 1, 0.7326                  | 0.18, 1, 0.6744                  | | 2.0 mg/kg  "
alper2023,54,psilocybin,psychedelic,0.1 mg/kg,,True,", 1, 0.0774                  | 0.04, 1, 0.8372                  | 0.11, 1, 0.7412                  | | 0.1, 0.5, 1, and "
alper2023,54,psilocybin,psychedelic,0.5 mg/kg,,True,", 1, 0.0774                  | 0.04, 1, 0.8372                  | 0.11, 1, 0.7412                  | | 0.1, 0.5, 1, and "
alper2023,54,psilocybin,psychedelic,1 mg/kg,,True,", 1, 0.0774                  | 0.04, 1, 0.8372                  | 0.11, 1, 0.7412                  | | 0.1, 0.5, 1, and "
alvarenga2014,0,ayahuasca,psychedelic,250 µg/mL,p.o.,True,"[qwen-recovered] either saline or Ayahuasca drink (250, 500 and 1000 µg mL -1 ) was administered by gavage"
alvarenga2014,1,ayahuasca,psychedelic,500 µg/mL,p.o.,True,"[qwen-recovered] either saline or Ayahuasca drink (250, 500 and 1000 µg mL -1 ) was administered by gavage"
alvarenga2014,2,ayahuasca,psychedelic,1000 µg/mL,p.o.,True,"[qwen-recovered] either saline or Ayahuasca drink (250, 500 and 1000 µg mL -1 ) was administered by gavage"
alvarenga2014,3,estradiol benzoate,model_drug,10 µg/0.1 mL,s.c.,True,"[qwen-recovered] Sexual receptivity in the female rats was established by administering estradiol benzoate (10 µg 0.1 mL -1 of sesame oil, sc)"
alvarenga2014,4,progesterone,model_drug,500 µg/0.1 mL,s.c.,True,"[qwen-recovered] followed by administration of progesterone 4 h prior (500 µg 0.1 mL -1 of sesame oil, sc)"
alvarenga2014,5,saline,vehicle,N/A,p.o.,True,"[qwen-recovered] either saline or Ayahuasca drink (250, 500 and 1000 µg mL -1 ) was administered by gavage"
amodeo2020,0,25CN-NBOH,psychedelic,1.0 mg/kg,,False,"ore trials to reach criterion. In an additional experiment, a dose response experiment with 25CN-NBOH revealed that the "
amodeo2020,1,25CN-NBOH,psychedelic,0.3 mg/kg,,True,"or assessment of locomotor activity, mice were treated with vehicle or with one of 5 doses of 25CN-NBOH (0.3, 1, 3, 10, "
amodeo2020,1,25CN-NBOH,psychedelic,1 mg/kg,,True,"or assessment of locomotor activity, mice were treated with vehicle or with one of 5 doses of 25CN-NBOH (0.3, 1, 3, 10, "
amodeo2020,1,25CN-NBOH,psychedelic,3 mg/kg,,True,"or assessment of locomotor activity, mice were treated with vehicle or with one of 5 doses of 25CN-NBOH (0.3, 1, 3, 10, "
amodeo2020,1,25CN-NBOH,psychedelic,10 mg/kg,,True,"or assessment of locomotor activity, mice were treated with vehicle or with one of 5 doses of 25CN-NBOH (0.3, 1, 3, 10, "
amodeo2020,2,25CN-NBOH,psychedelic,10 mg/kg,,True,"s  also  found  ( F [25,370]  =  8.76,  p < 0.01).  Dunnett's  post  hoc comparisons indicate that treatment with 10 or "
amodeo2020,3,25CN-NBOH,psychedelic,1 mg/kg,,True,"mg/kg 25CN-NBOH significantly  reduced  locomotor  activity  compared  to  vehicle-treated mice. However, 25CN-NBOH at 1"
amodeo2020,4,25CN-NBOH,psychedelic,1.0 mg/kg,,True,"5.24, p < 0.01) as well. Only the 1.0 25CN-NBOH group committed significantly more regressive errors.  Fig. 2. Dose of 3"
amodeo2020,4,25CN-NBOH,psychedelic,3 mg/kg,,True,"5.24, p < 0.01) as well. Only the 1.0 25CN-NBOH group committed significantly more regressive errors.  Fig. 2. Dose of 3"
amodeo2020,5,25CN-NBOH,psychedelic,0 mg/kg,i.p.,True,"or activity was measured 10 minutes after i.p. injections. Each mouse received an i.p. injection of 0, 0.3, 1, 3, 10 or "
amodeo2020,5,25CN-NBOH,psychedelic,0.3 mg/kg,i.p.,True,"or activity was measured 10 minutes after i.p. injections. Each mouse received an i.p. injection of 0, 0.3, 1, 3, 10 or "
amodeo2020,5,25CN-NBOH,psychedelic,1 mg/kg,i.p.,True,"or activity was measured 10 minutes after i.p. injections. Each mouse received an i.p. injection of 0, 0.3, 1, 3, 10 or "
amodeo2020,5,25CN-NBOH,psychedelic,3 mg/kg,i.p.,True,"or activity was measured 10 minutes after i.p. injections. Each mouse received an i.p. injection of 0, 0.3, 1, 3, 10 or "
amodeo2020,5,25CN-NBOH,psychedelic,10 mg/kg,i.p.,True,"or activity was measured 10 minutes after i.p. injections. Each mouse received an i.p. injection of 0, 0.3, 1, 3, 10 or "
amodeo2020,6,25CN-NBOH,psychedelic,10 mg/kg,,True,g of 25CN-NBOH 10 min before  locomotor  activity  was  measured  (n  =  13-14/group).  At  the  higher doses of 10 and 
amodeo2020,6,25CN-NBOH,psychedelic,30 mg/kg,,True,g of 25CN-NBOH 10 min before  locomotor  activity  was  measured  (n  =  13-14/group).  At  the  higher doses of 10 and 
amodeo2020,7,25CN-NBOH,psychedelic,10 mg/kg,,True,"At  the  higher doses of 10 and 30 mg/kg, 25CN-NBOH significantly reduced locomotor activity. 25CN-NBOH at 0.3, 1, and 3"
amodeo2020,7,25CN-NBOH,psychedelic,30 mg/kg,,True,"At  the  higher doses of 10 and 30 mg/kg, 25CN-NBOH significantly reduced locomotor activity. 25CN-NBOH at 0.3, 1, and 3"
amodeo2020,7,25CN-NBOH,psychedelic,0.3 mg/kg,,True,"At  the  higher doses of 10 and 30 mg/kg, 25CN-NBOH significantly reduced locomotor activity. 25CN-NBOH at 0.3, 1, and 3"
amodeo2020,7,25CN-NBOH,psychedelic,1 mg/kg,,True,"At  the  higher doses of 10 and 30 mg/kg, 25CN-NBOH significantly reduced locomotor activity. 25CN-NBOH at 0.3, 1, and 3"
amodeo2020,7,25CN-NBOH,psychedelic,3 mg/kg,,True,"At  the  higher doses of 10 and 30 mg/kg, 25CN-NBOH significantly reduced locomotor activity. 25CN-NBOH at 0.3, 1, and 3"
amodeo2020,8,25CN-NBOH,psychedelic,1.0 mg/kg,,False,ws for flexibility while activation increases perseveration for previous choices.  To examine how the effective dose of 
amodeo2020,9,25CN-NBOH,psychedelic,10 mg/kg,,True,were tested with a wide range of doses of 25CN-NBOH. These findings indicate that the higher doses of 25CN-NBOH (10 and 
amodeo2020,9,25CN-NBOH,psychedelic,30 mg/kg,,True,were tested with a wide range of doses of 25CN-NBOH. These findings indicate that the higher doses of 25CN-NBOH (10 and 
amodeo2020,10,25CN-NBOH,psychedelic,10 mg/kg,,True,dicate that the higher doses of 25CN-NBOH (10 and 30 mg/kg) are required to alter locomotor activity. Administration of 
amodeo2020,10,25CN-NBOH,psychedelic,30 mg/kg,,True,dicate that the higher doses of 25CN-NBOH (10 and 30 mg/kg) are required to alter locomotor activity. Administration of 
amodeo2020,11,25CN-NBOH,psychedelic,1.0 mg/kg,,False,"ow the dose necessary to reduce locomotor activity. Therefore, it is likely that the impairment of reversal learning by "
amodeo2020,12,25CN-NBOH,psychedelic,1 mg/kg,,False,"not due to reduced locomotion. Jensen et al., [15] instead reported that 25CN-NBOH did not alter locomotor activity at 1"
amodeo2020,13,DOI,vehicle,2.5 mg/kg,i.p.,True,"ted on a probabilistic spatial discrimination and reversal learning task after an intraperitoneal injection of vehicle, "
amodeo2020,14,DOI,psychedelic,2.5 mg/kg,i.p.,True,"ilistic spatial discrimination and reversal learning task after an intraperitoneal injection of vehicle, 2.5 mg/kg DOI, "
amodeo2020,15,DOI,psychedelic,2.5 mg/kg,i.p.,True,"imination and reversal learning task after an intraperitoneal injection of vehicle, 2.5 mg/kg DOI, 1.0 mg/kg 25CN-NBOH, "
amodeo2020,15,25CN-NBOH,psychedelic,1.0 mg/kg,i.p.,True,"imination and reversal learning task after an intraperitoneal injection of vehicle, 2.5 mg/kg DOI, 1.0 mg/kg 25CN-NBOH, "
amodeo2020,16,25CN-NBOH,psychedelic,1.0 mg/kg,,True,"mg/kg DOI, 1.0 mg/kg 25CN-NBOH, 1.0 mg/kg of the 5-HT2C receptor antagonist SER-082 or combined treatment with SER-082 ("
amodeo2020,16,SER-082,antagonist,1.0 mg/kg,,True,"mg/kg DOI, 1.0 mg/kg 25CN-NBOH, 1.0 mg/kg of the 5-HT2C receptor antagonist SER-082 or combined treatment with SER-082 ("
amodeo2020,17,25CN-NBOH,psychedelic,1.0 mg/kg,,True,"mg/kg 25CN-NBOH, 1.0 mg/kg of the 5-HT2C receptor antagonist SER-082 or combined treatment with SER-082 (1.0 mg/kg) and "
amodeo2020,17,SER-082,antagonist,1.0 mg/kg,,True,"mg/kg 25CN-NBOH, 1.0 mg/kg of the 5-HT2C receptor antagonist SER-082 or combined treatment with SER-082 (1.0 mg/kg) and "
amodeo2020,18,25CN-NBOH,psychedelic,2.5 mg/kg,,True,"effects of 25CN-NBOH on activity, locomotor activity was also tested following 25CN-NBOH treatment.  Drugs  used  were  "
amodeo2020,19,DOI,psychedelic,2.5 mg/kg,,True,"s  used  were  2.5  mg/kg  1-(2,5-dimethoxy-4-iodophenyl)-2aminopropane  (DOI;  Sigma  Chemical  Co,  St  Louis,  MO),  "
amodeo2020,20,DOI,vehicle,2.5 mg/kg,,True,"days.  Reversal  learning  was  tested  24  h  after  acquisition  testing.  Mice were injected with vehicle (n = 17), 2"
amodeo2020,21,DOI,psychedelic,2.5 mg/kg,,True,"ing  was  tested  24  h  after  acquisition  testing.  Mice were injected with vehicle (n = 17), 2.5 mg/kg DOI (n = 8), "
amodeo2020,22,DOI,psychedelic,2.5 mg/kg,,True,"g.  Mice were injected with vehicle (n = 17), 2.5 mg/kg DOI (n = 8), 1.0 mg/kg SER-082 (n = 8), SER-082/DOI (n = 9), or "
amodeo2020,22,SER-082,antagonist,1.0 mg/kg,,True,"g.  Mice were injected with vehicle (n = 17), 2.5 mg/kg DOI (n = 8), 1.0 mg/kg SER-082 (n = 8), SER-082/DOI (n = 9), or "
amodeo2020,23,DOI,vehicle,1.0 mg/kg,,True,cross all groups. (B) Mean ( ± SEM) trials to criterion on reversal learning. Treatment with the combination SER/DOI or 
amodeo2020,24,DOI,vehicle,1.0 mg/kg,,True,ficant treatment differences compared to vehicle in the locomotor experiment.  treated  with  SER-DOI  combination  or  
amodeo2020,25,SER-082,antagonist,1.0 mg/kg,,True,"0  mg/kg (+)-cis-4,5,7a,8,9,10,11,11a-octahydro-7H-10-metylindolo[1,7bc] [2,6]naphthyridine  fumarate  (SER-082),  and  "
bassi2024,0,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,we had the aim to characterize the in/uni00A0vivo acute effects of systemic administration of 5-MeO-MiPT (0.01-30/uni00A
bassi2024,0,5-MeO-MiPT,psychedelic,30 mg/kg,,False,we had the aim to characterize the in/uni00A0vivo acute effects of systemic administration of 5-MeO-MiPT (0.01-30/uni00A
bassi2024,1,5-MeO-MiPT,psychedelic,0.13 mg/kg,,False,"O-PCP has been reported, in which post-mortem analysis revealed the presence of 5-MeO-MiPT (concentration of 0.13/uni00A"
bassi2024,2,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"lucinogens (Tirri et/uni00A0al. 2022) and preliminary data, we decided to use a different range of doses (0.01-10/uni00A"
bassi2024,2,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"lucinogens (Tirri et/uni00A0al. 2022) and preliminary data, we decided to use a different range of doses (0.01-10/uni00A"
bassi2024,3,5-MeO-MiPT,psychedelic,30 mg/kg,i.p.,True,"0A0mg/kg). Instead, in cardiorespiratory and blood pressure tests we injected the  highest dose of 5-MeO-MiPT (30/uni00A"
bassi2024,4,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"00A0min after treatment and the entire PPI test lasted 20/uni00A0min. As previously reported, 5-MeO-MiPT (0.01-10/uni00A"
bassi2024,4,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"00A0min after treatment and the entire PPI test lasted 20/uni00A0min. As previously reported, 5-MeO-MiPT (0.01-10/uni00A"
bassi2024,5,5-MeO-MiPT,psychedelic,30 mg/kg,i.p.,True,"asal blood pressure. Upon the tenth analysis, the software was paused, and mice were injected with 5-MeO-MiPT (30/uni00A"
bassi2024,6,5-MeO-MiPT,psychedelic,30 mg/kg,,False,aturation) were expressed as % changes of basal values. The statistical analysis of the effects of 5-MeO-MiPT (30/uni00A
bassi2024,7,5-MeO-MiPT,psychedelic,30 mg/kg,,False,in systolic and diastolic blood pressure were expressed as absolute values  (mmHg). The effects of 5-MeO-MiPT (30/uni00A
bassi2024,8,5-MeO-MiPT,psychedelic,0.01 mg/kg,i.p.,True,t change in vehicle-treated mice during 5/uni00A0h of observation. Systemic administration of low doses (0.01-0.1/uni00A
bassi2024,8,5-MeO-MiPT,psychedelic,0.1 mg/kg,i.p.,True,t change in vehicle-treated mice during 5/uni00A0h of observation. Systemic administration of low doses (0.01-0.1/uni00A
bassi2024,9,5-MeO-MiPT,psychedelic,1 mg/kg,,False,01-0.1/uni00A0mg/kg i.p.) of 5-MeO-MiPT did not affect the visual object response (Fig./uni00A01a). The dose of 1/uni00A
bassi2024,10,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"0/uni00A0min of treatment with 10/uni00A0mg/kg 5-MeOMiPT the response was equal to basal values, while for the 30/uni00A"
bassi2024,10,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"0/uni00A0min of treatment with 10/uni00A0mg/kg 5-MeOMiPT the response was equal to basal values, while for the 30/uni00A"
bassi2024,11,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"9.836, p < 0.0001)]. All the doses transiently induced an inhibition of the response, except the lowest one (0.01/uni00A"
bassi2024,12,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"the response, except the lowest one (0.01/uni00A0mg/kg) that did not affect the visual placing response. The 0.1/uni00A0"
bassi2024,12,5-MeO-MiPT,psychedelic,0.1 mg/kg,,False,"the response, except the lowest one (0.01/uni00A0mg/kg) that did not affect the visual placing response. The 0.1/uni00A0"
bassi2024,13,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"fluor ome t h y lphenidate; D CK , desc hlor ok e t amine  Fig. 2 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,13,5-MeO-MiPT,psychedelic,0.1 mg/kg,,False,"fluor ome t h y lphenidate; D CK , desc hlor ok e t amine  Fig. 2 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,13,5-MeO-MiPT,psychedelic,1 mg/kg,,False,"fluor ome t h y lphenidate; D CK , desc hlor ok e t amine  Fig. 2 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,13,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"fluor ome t h y lphenidate; D CK , desc hlor ok e t amine  Fig. 2 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,13,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"fluor ome t h y lphenidate; D CK , desc hlor ok e t amine  Fig. 2 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,14,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"d  mice  during  5/uni00A0 h  of  observation (Fig./uni00A0 3a, b). Systemic administration of 5-MeO-MiPT (0.01-1/uni00A"
bassi2024,14,5-MeO-MiPT,psychedelic,1 mg/kg,,False,"d  mice  during  5/uni00A0 h  of  observation (Fig./uni00A0 3a, b). Systemic administration of 5-MeO-MiPT (0.01-1/uni00A"
bassi2024,15,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"g) did not affect the tactile responses of  picture-9.png  Fig. 3 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,15,5-MeO-MiPT,psychedelic,0.1 mg/kg,,False,"g) did not affect the tactile responses of  picture-9.png  Fig. 3 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,15,5-MeO-MiPT,psychedelic,1 mg/kg,,False,"g) did not affect the tactile responses of  picture-9.png  Fig. 3 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,15,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"g) did not affect the tactile responses of  picture-9.png  Fig. 3 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,15,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"g) did not affect the tactile responses of  picture-9.png  Fig. 3 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,16,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"nt  interaction ( F 35,336 = 14.04, p < 0.0001)].  Conversely, the systemic administration of 5-MeO-MiPT (0.01-30/uni00A"
bassi2024,16,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"nt  interaction ( F 35,336 = 14.04, p < 0.0001)].  Conversely, the systemic administration of 5-MeO-MiPT (0.01-30/uni00A"
bassi2024,17,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"s remained constant during 5/uni00A0h of observation (Fig./uni00A04a, b). Only the highest dose of 5-MeO-MiPT (30/uni00A"
bassi2024,18,5-MeO-MiPT,psychedelic,0.01 mg/kg,,False,"01), and time × treatment interaction ( F 30,294 = 1.625,  Fig. 4 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,18,5-MeO-MiPT,psychedelic,0.1 mg/kg,,False,"01), and time × treatment interaction ( F 30,294 = 1.625,  Fig. 4 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,18,5-MeO-MiPT,psychedelic,1 mg/kg,,False,"01), and time × treatment interaction ( F 30,294 = 1.625,  Fig. 4 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,18,5-MeO-MiPT,psychedelic,10 mg/kg,,False,"01), and time × treatment interaction ( F 30,294 = 1.625,  Fig. 4 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
bassi2024,18,5-MeO-MiPT,psychedelic,30 mg/kg,,False,"01), and time × treatment interaction ( F 30,294 = 1.625,  Fig. 4 Effects of 5-MeO-MiPT (0.01, 0.1, 1, 10, and 30/uni00A"
